Inq	Pessoas	P_menos10anos	P_10a14anos	P_15a18anos	P_mais18anos	Alunos - viajam acompanhados ou sozinhos	Alunos - modo de transporte	Automoveis	Motas	Desp_auto	Est_privado	Lug_Dispõe	Lug_Utiliza	Alug_estac	CartaCond	Inq_idade	Inq_sexo	Pess_Emprego	Pess_carta	Inq_Instrucao	Inq_profissão	Trab_conta	Princ_cont	PrincCont_Idade	PrincCont_Sexo	PrincCont_NivInst	PrincCont_Profissão	PrincCont_Conta PO	Rendimento	STATUS SOCIAL	Coord_X	Coord_Y	GrauGeoreferenciacao	Tipo	Zona	Concelho	Tipo_Inq	Coef_Exp	SumViagens	Polo Universitário	Ramal da Lousã	Auxiliar	Inquéritos Válidos FINAIS
139	4	0	0	0	4	0	0	2	98	98	2	2	2	0	2	57	2	2	2	6	15	0	2	30	1	3	14	2	99	D	177 831	386 703	2	R	109	Anadia	2	44.6	0			3 | 2	1
140	2	0	0	0	2	0	0	1	1	98	1			1	3	80	2	98	1	7	10		1				10		1	D	170 857	332 453	4	R	134	Ansião	2	67.9	0			4 | 2	1
141	6	0	0	0	6	0	0	3	98	98	2	4	3	0	2	61	1	3	4	6	6	1	1				6		99	C	167 992	386 701	2	U	108	Anadia	2	46.1	2			3 | 1	1
142	2	0	0	0	2	0	0	2	98	98	2	2	2	0	2	58	2	98	2	3	10		1				10		99	C	177 892	386 669	2	R	109	Anadia	2	44.6	0			3 | 2	1
143	1	0	0	0	1	0	0	98	98	98	1			1	3	77	2	98	98	7	10	0	1				10		1	D	140 328	355 580	4	R	64	Figueira da Foz	2	39.8	2			4 | 2	1
144	3	0	0	0	3	0	0	1	98	98	2	1	1	0	2	60	2	1	1	6	15	2	2	62	1	6	10	2	1	D	166 539	353 529	4	R	39	Condeixa-a-Nova	2	34.9	4			3 | 2	1
145	2	0	0	0	2	0	0	1	1	98	2	1	1	0	3	69	2	98	99	7	10	0	2	73	1	6	10	99	1	D	210 796	363 716	4	R	205	Arganil	2	47.6	2			4 | 2	1
146	2	0	0	0	2	0	0	98	98	98	1			1	3	77	1	98	98	7	10		1				10		99	D	205 164	363 652	4	R	204	Arganil	2	65.0	2			4 | 1	1
147	2	0	0	0	2	0	0	1	1	98	2	1	1	0	2	74	1	2	1	6	10	0	1				10		1	D	164 873	385 877	4	R	107	Anadia	2	27.8	4			4 | 1	1
148	2	0	0	0	2	0	0	2	98	98	2	2	2	0	2	60	1	98	1	6	10	0	1				10		99	D	165 928	350 930	4	R	39	Condeixa-a-Nova	2	38.5	2			3 | 1	1
149	2	0	0	0	2	0	0	98	1	98	2	1	1	0	3	94	1	98	99	7	10	0	1				10		1	D	167 539	332 976	4	R	134	Ansião	2	51.6	2			4 | 1	1
150	4	0	0	0	4	0	0	2	2	98	2	3	2	0	2	21	1	4	4	3	4	1	2	54	1	6	4	1	5	C	186 482	359 655	2	R	25	Vila Nova de Poiares	1	32.6	2			1 | 1	1
151	4	0	0	0	4	0	0	2	1	98	2	2	2	0	3	88	2	2	2	7	10	0	2	56	2	99	14	2	99	99	212 564	366 663	4	R	205	Arganil	2	47.6	0			4 | 2	1
152	3	0	0	0	3	0	0	2	1	98	2	2	2	0	3	69	2	98	2	7	10		1				10		1	D	205 164	363 652	4	R	204	Arganil	2	51.3	2			4 | 2	1
153	2	0	0	0	2	0	0	2	98	98	2	1	1	0	2	85	2	2	2	7	10	0	1				10		1	D	163 001	385 027	4	R	107	Anadia	2	39.2	3			4 | 2	1
154	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	40	1	2	2	3	6	1	1				6		3	B	138 672	355 026	2	U	64	Figueira da Foz	2	40.9	4			2 | 1	1
155	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	76	1	98	1	6	10	0	1				10		99	D	164 884	347 769	4	R	42	Condeixa-a-Nova	2	32.6	2			4 | 1	1
156	4	0	0	0	4	0	0	1	98	98	2	1	1	0	3	69	2	2	2	7	10		1				10		2	D	176 176	385 798	2	R	109	Anadia	2	36.7	2			4 | 2	1
157	5	0	0	0	5	0	0	98	98	98	1			1	3	43	2	98	98	7	13		2	75	1	7	10	99	99	D	205 164	363 652	4	R	204	Arganil	2	63.6	0			2 | 2	1
158	3	0	0	0	3	0	0	2	2	98	2	4	3	0	1	19	1	98	2	3	16	2	2	52	1	6	10	99	3	D	186 482	359 655	2	R	25	Vila Nova de Poiares	1	32.6	2			1 | 1	1
159	2	0	0	0	2	0	0	98	98	98	1			1	3	88	2	98	98	7	10		1				10		99	D	178 195	323 345	4	R	135	Ansião	2	31.8	0			4 | 2	1
160	7	0	3	0	4	3	4	1	98	98	1			1	2	53	2	3	3	5	11	2	1				11		99	D	220 726	379 335	1	R	203	Oliveira do Hospital	2	54.0	2			3 | 2	1
161	4	0	0	0	4	0	0	1	98	98	2	1	1	0	2	46	2	2	4	6	13	0	2	55	1	6	10	2	1	D	167 265	347 211	4	R	42	Condeixa-a-Nova	2	25.3	2			3 | 2	1
162	1	0	0	0	1	0	0	1	98	98	2	1	1	0	2	59	2	98	1	4	13		1				13		1	D	206 396	361 421	2	U	204	Arganil	2	70.5	2			3 | 2	1
163	1	0	0	0	1	0	0	1	98	98	2	4	1	0	2	59	2	1	1	1	4	1	1				4		1	A	138 921	355 251	4	R	64	Figueira da Foz	2	36.0	0			3 | 2	1
164	4	0	2	0	2	3	4	1	98	98	2	1	1	0	2	42	2	1	2	4	15	0	2	42	1	6	14	2	2	E	219 419	367 150	4	R	205	Arganil	2	32.5	2			2 | 2	1
165	3	0	0	0	3	0	0	1	1	98	1			1	3	75	2	1	2	99	10		1				10		1	99	177 774	384 280	2	R	109	Anadia	2	36.7	0			4 | 2	1
166	2	0	0	0	2	0	0	1	98	98	1			1	2	62	1	1	1	6	10	0	1				10		2	D	174 754	332 640	6	U	134	Ansião	2	43.1	0			3 | 1	1
167	3	0	0	1	2	0	0	1	98	98	2	1	1	0	3	48	2	1	1	6	15	0	2	48	1	5	12	1	99	D	193 284	337 361	4	U	207	Castanheira de Pêra	2	64.9	2			3 | 2	1
168	1	0	0	0	1	0	0	98	98	98	1			1	3	83	2	98	98	99	10		1				10		99	99	180 326	329 023	4	R	135	Ansião	2	31.8	0			4 | 2	1
169	3	0	0	0	3	0	0	2	98	98	1			1	2	31	2	3	2	2	9	2	2	58	2	6	11	2	3	D	165 634	350 228	4	R	39	Condeixa-a-Nova	2	30.4	0			2 | 2	1
170	2	0	0	0	2	0	0	2	98	98	2	3	2	0	2	52	2	2	2	1	7	2	2	52	1	1	7	2	99	B	223 338	376 389	1	U	203	Oliveira do Hospital	2	54.0	4			3 | 2	1
172	2	0	0	0	2	0	0	98	1	98	1			1	3	63	2	98	1	7	15		2	67	1	6	10	99	1	D	210 796	363 716	4	R	205	Arganil	2	47.2	0			3 | 2	1
173	4	0	1	0	3	99	99	4	98	2	1			2	2	46	1	2	3	6	12	1	1				12		99	E	174 720	385 759	2	R	12	Anadia	2	65.7	2			3 | 1	1
174	2	0	0	0	2	0	0	98	98	98	1			1	3	73	1	98	98	6	10	0	1				10		1	D	219 282	360 844	4	R	205	Arganil	2	70.4	0			4 | 1	1
175	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	58	2	1	1	6	15	0	2	60	1	6	14	2	99	E	167 040	329 673	4	R	134	Ansião	2	61.1	0			3 | 2	1
176	6	0	1	2	3	99	99	5	1	98	2	5	5	0	3	20	2	3	3	3	16	0	2	46	1	4	11	2	99	D	167 914	350 178	4	R	39	Condeixa-a-Nova	2	38.8	4			1 | 2	1
177	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	73	1	98	1	7	10		1				10		3	D	178 195	323 345	4	R	135	Ansião	2	45.8	0			4 | 1	1
178	1	0	0	0	1	0	0	98	98	98	1			1	3	71	2	98	98	7	10	0	1				10		2	D	165 746	354 772	4	R	39	Condeixa-a-Nova	2	41.1	0			4 | 2	1
179	2	0	0	0	2	0	0	98	98	98	1			1	3	81	2	1	98	6	15		2	84	1	4	10	2	2	C	193 197	337 538	2	U	207	Castanheira de Pêra	2	83.5	0			4 | 2	1
180	3	0	0	1	2	0	0	3	98	1	2	3	3	0	2	53	1	2	2	4	6	1	1				6		99	C	223 737	381 560	2	R	203	Oliveira do Hospital	2	63.7	2			3 | 1	1
181	2	0	0	0	2	0	0	98	98	98	2	2	98	0	3	74	2	98	98	6	15		2	75	1	6	10	99	1	D	212 314	366 534	2	R	205	Arganil	2	47.6	0			4 | 2	1
182	2	0	0	0	2	0	0	2	98	98	1			1	2	83	1	98	2	3	10	0	1				10		4	C	138 939	355 260	2	U	64	Figueira da Foz	2	28.8	3			4 | 1	1
183	1	0	0	0	1	0	0	98	98	98	2	1	98	0	3	74	2	98	98	7	10		1				10		1	D	205 143	363 784	2	R	204	Arganil	2	51.3	1			4 | 2	1
184	3	0	0	0	3	0	0	2	2	98	2	2	2	0	2	20	1	3	3	4	14	2	2	40	1	6	6	1	99	C	177 774	384 280	2	R	109	Anadia	2	54.0	2			1 | 1	1
185	3	0	0	0	3	0	0	1	1	98	2	1	1	0	3	59	2	1	2	6	6	1	2	65	1	6	10	99	99	D	179 514	325 386	4	R	135	Ansião	2	32.6	0			3 | 2	1
186	1	0	0	0	1	0	0	1	1	98	2	1	1	0	2	74	1	98	1	6	10	0	1				10		1	D	173 353	343 126	4	R	114	Condeixa-a-Nova	2	45.8	2			4 | 1	1
187	2	0	0	0	2	0	0	98	98	98	1			1	3	40	2	98	98	6	13		1				13		1	E	183 045	326 534	4	R	209	Figueiró dos Vinhos	2	58.4	0			2 | 2	1
188	4	2	0	0	2	0	0	2	98	1	2	2	2	0	2	33	2	2	2	4	9	2	2	35	1	4	12	1	2	D	212 564	366 663	4	R	205	Arganil	2	32.5	3			2 | 2	1
189	3	0	0	0	3	0	0	1	98	98	2	1	1	0	3	80	2	1	1	6	10	0	1				10		1	D	195 276	332 499	4	R	208	Pedrógão Grande	2	68.5	2			4 | 2	1
190	2	0	0	0	2	0	0	98	98	98	1			1	3	83	1	98	98	7	4	1	1				4		1	D	194 539	365 116	4	R	204	Arganil	2	65.0	0			4 | 1	1
191	2	0	0	0	2	0	0	2	1	98	2	2	2	0	2	31	2	2	2	1	7	2	1				7		4	B	141 272	355 286	5	R	64	Figueira da Foz	2	26.7	2			2 | 2	1
192	3	0	0	0	3	0	0	98	98	98	1			1	3	57	2	1	98	6	15		2	59	1	6	11	2	1	D	227 436	380 516	4	R	203	Oliveira do Hospital	2	54.0	2			3 | 2	1
193	7	0	0	0	7	0	0	2	1	98	1			1	3	45	2	2	2	6	15	0	2	47	1	6	14	2	1	E	161 425	348 882	4	R	42	Condeixa-a-Nova	2	25.3	2			3 | 2	1
194	2	0	0	0	2	0	0	98	1	98	1			1	3	67	2	98	1	7	10	0	2	73	1	7	10	1	1	D	167 353	349 433	4	R	39	Condeixa-a-Nova	2	41.1	0			4 | 2	1
195	2	0	0	0	2	0	0	98	98	98	2	1	98	0	3	64	2	2	98	6	10	0	2	70	1	6	10	2	1	D	194 532	334 517	4	R	207	Castanheira de Pêra	2	64.9	0			3 | 2	1
196	1	0	0	0	1	0	0	98	98	98	1			1	3	75	2	98	98	99	10		1				10		99	99	171 244	332 524	4	R	134	Ansião	2	67.9	0			4 | 2	1
197	2	0	0	0	2	0	0	1	1	98	2	1	1	0	3	51	2	2	1	5	4	1	1				4		1	B	140 651	354 503	2	R	64	Figueira da Foz	2	36.0	2			3 | 2	1
199	2	0	0	0	2	0	0	1	98	98	2	5	1	0	2	77	1	98	1	7	10	0	1				10		1	D	218 883	362 283	4	R	205	Arganil	2	70.4	2			4 | 1	1
200	5	1	0	0	4	0	0	2	3	98	2	1	1	0	3	68	2	1	3	6	10		2	69	1	4	10	99	99	C	176 466	385 665	2	R	109	Anadia	2	36.7	0			4 | 2	1
201	2	0	0	0	2	0	0	1	1	98	2	1	1	0	3	55	2	1	1	6	15	0	2	55	2	6	14	2	2	E	163 600	351 091	4	R	42	Condeixa-a-Nova	2	25.3	0			3 | 2	1
202	1	0	0	0	1	0	0	98	98	98	1			1	3	73	2	98	98	7	10		1				10		1	D	175 910	326 163	4	R	135	Ansião	2	31.8	0			4 | 2	1
203	4	0	0	0	4	0	0	3	98	1	2	2	2	0	2	48	2	1	3	4	15		2	51	1	6	12	1	99	E	171 600	322 349	4	R	135	Ansião	2	32.6	0			3 | 2	1
204	2	0	0	0	2	0	0	1	98	98	1			1	3	59	2	98	1	7	10	0	2	64	1	6	10	2	1	D	220 724	366 033	4	R	205	Arganil	2	47.2	0			3 | 2	1
205	4	0	1	1	2	2	3	1	98	98	2	1	1	0	3	65	2	98	99	7	10	0	1				10		1	D	164 370	352 439	4	R	39	Condeixa-a-Nova	2	41.1	0			4 | 2	1
206	2	0	0	0	2	0	0	3	98	1	2	3	3	0	2	58	2	2	2	6	10	0	2	58	1	6	6	1	99	C	193 040	335 563	2	R	207	Castanheira de Pêra	2	64.9	4			3 | 2	1
207	2	0	0	0	2	0	0	2	2	98	2	2	2	0	2	74	1	98	2	6	10		1				10		3	D	170 468	392 819	1	R	10	Anadia	2	35.3	2			4 | 1	1
208	2	0	0	0	2	0	0	1	1	98	2	6	2	0	2	68	2	98	2	7	10		2	72	1	7	10	99	1	D	224 693	375 599	4	R	203	Oliveira do Hospital	2	58.9	0			4 | 2	1
209	3	0	0	0	3	0	0	3	98	98	2	4	3	0	2	46	1	3	2	5	14	2	1				14		2	E	168 393	351 842	4	R	39	Condeixa-a-Nova	2	38.5	2			3 | 1	1
210	4	0	0	0	4	0	0	2	98	98	1			1	3	79	2	2	2	7	10	0	2	76	1	7	10	1	1	D	165 746	354 772	4	R	39	Condeixa-a-Nova	2	41.1	0			4 | 2	1
211	3	0	0	0	3	0	0	2	98	98	2	6	2	0	2	24	1	1	3	3	16	0	2	50	2	1	7	2	99	B	223 576	375 745	4	R	203	Oliveira do Hospital	2	96.7	0			1 | 1	1
212	1	0	0	0	1	0	0	98	98	98	1			1	1	73	2	98	1	7	10		1				10		99	D	182 963	389 139	4	R	109	Anadia	2	36.7	0			4 | 2	1
213	8	1	2	2	3	3	4	2	1	98	1			1	2	37	2	2	3	5	15		2	42	1	6	14	2	2	E	176 740	362 824	2	U	336	Coimbra	2	25.1	0			2 | 2	1
214	5	2	0	0	3	0	0	2	1	98	2	2	2	0	2	42	2	1	2	5	13	0	2	45	1	5	11	2	3	D	165 634	350 228	4	R	39	Condeixa-a-Nova	2	30.4	2			2 | 2	1
215	3	0	0	0	3	0	0	1	1	98	2	1	1	0	3	46	2	98	1	6	15		2	43	1	6	13	99	99	E	228 233	377 450	2	R	203	Oliveira do Hospital	2	54.0	2			3 | 2	1
216	6	0	0	0	6	0	0	3	98	98	2	3	3	0	2	26	1	1	3	1	16	0	2	53	1	6	11	2	99	D	215 860	362 536	4	R	205	Arganil	2	14.9	2			2 | 1	1
217	5	0	1	0	4	99	99	3	2	3	2	2	2	0	2	70	1	2	1	6	12	1	1				12		3	E	175 351	383 563	2	R	109	Anadia	2	73.6	0			4 | 1	1
218	4	0	0	0	4	0	0	3	98	98	2	1	1	0	2	39	2	2	3	6	15	0	2	46	1	6	11	2	99	D	166 539	353 529	4	R	39	Condeixa-a-Nova	2	30.4	0			2 | 2	1
219	1	0	0	0	1	0	0	98	98	98	1			1	3	70	2	98	98	7	10		1				10		1	D	175 978	335 740	4	R	134	Ansião	2	67.9	0			4 | 2	1
220	1	0	0	0	1	0	0	98	98	98	1			1	3	85	2	98	98	6	10		1				10		1	D	140 704	354 692	2	R	64	Figueira da Foz	2	39.8	0			4 | 2	1
221	4	0	0	0	4	0	0	3	98	3	2	1	1	0	1	51	2	4	3	6	6	1	2	54	1	6	6	1	99	C	193 310	337 533	1	U	207	Castanheira de Pêra	2	64.9	4			3 | 2	1
222	6	0	0	0	6	0	0	3	3	98	2	2	2	0	2	22	2	3	4	3	13	0	2	22	1	3	11	2	1	C	166 030	351 682	4	R	39	Condeixa-a-Nova	2	38.8	2			1 | 2	1
223	3	0	1	0	2	3	4	1	1	98	2	1	1	0	2	40	2	2	1	4	11	2	2	47	1	5	14	2	3	E	215 860	362 536	4	R	205	Arganil	2	32.5	3			2 | 2	1
224	2	0	0	0	2	0	0	1	98	98	2	1	1	0	1	72	2	98	2	6	15		2	71	1	6	10	99	1	D	177 329	391 263	2	R	109	Anadia	2	36.7	0			4 | 2	1
225	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	20	1	98	2	3	16	0	2	48	2	3	7	2	5	B	164 884	347 769	4	R	42	Condeixa-a-Nova	2	50.5	2			1 | 1	1
226	3	0	0	0	3	0	0	98	1	98	2	1	98	0	3	62	1	3	1	6	10	0	1				10		1	D	193 272	334 442	4	R	207	Castanheira de Pêra	2	51.8	2			3 | 1	1
227	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	60	1	98	1	6	10		1				10		2	D	173 631	323 250	4	R	135	Ansião	2	42.9	0			3 | 1	1
228	3	0	0	0	3	0	0	98	1	98	1			1	3	73	2	98	99	7	10	0	2	73	1	7	10	99	1	D	216 570	365 363	4	R	205	Arganil	2	47.6	2			4 | 2	1
229	2	0	0	0	2	0	0	2	98	98	2	1	1	0	2	55	1	2	1	6	14	2	1				14		99	E	175 736	350 124	4	R	114	Condeixa-a-Nova	2	22.2	2			3 | 1	1
230	5	2	1	0	2	2	3	2	98	98	2	1	1	0	2	31	1	2	2	3	14	2	1				14		3	D	141 272	355 286	5	U	64	Figueira da Foz	2	40.9	2			2 | 1	1
231	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	75	1	98	1	6	10		1				10		1	D	180 305	329 346	2	R	135	Ansião	2	45.8	0			4 | 1	1
232	2	0	0	0	2	0	0	98	98	98	2	2	98	0	3	87	1	2	98	7	10	0	1				10		99	D	193 284	337 361	4	U	207	Castanheira de Pêra	2	64.8	0			4 | 1	1
233	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	45	2	2	2	6	15	2	2	49	1	6	14	2	99	E	219 419	367 150	4	R	205	Arganil	2	47.2	2			3 | 2	1
234	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	70	2	98	2	6	15	0	2	73	1	6	10	99	99	D	177 774	384 280	2	R	109	Anadia	2	36.7	0			4 | 2	1
235	1	0	0	0	1	0	0	98	98	98	1			1	3	89	2	1	98	6	10	0	1				10		1	D	195 162	340 872	4	R	207	Castanheira de Pêra	2	83.5	0			4 | 2	1
236	3	0	0	0	3	0	0	1	98	98	2	1	1	0	3	63	2	98	1	6	10	0	1				10		2	D	163 331	352 017	4	R	39	Condeixa-a-Nova	2	34.9	0			3 | 2	1
237	5	0	0	1	4	0	0	3	3	98	2	3	3	0	2	43	2	2	3	5	14	2	2	45	1	6	14	2	3	E	169 606	329 138	4	R	134	Ansião	2	38.1	2			2 | 2	1
238	2	0	0	0	2	0	0	98	98	98	1			1	3	81	2	98	98	6	10		1				10		1	D	138 939	355 260	2	U	64	Figueira da Foz	2	39.8	2			4 | 2	1
239	2	0	0	0	2	0	0	1	98	98	2	2	1	0	1	51	2	2	2	6	14	2	2	53	1	6	12	1	2	E	223 737	381 560	2	U	203	Oliveira do Hospital	2	54.0	2			3 | 2	1
240	4	0	0	0	4	0	0	1	98	98	1			1	3	72	2	2	3	7	15		2	48	2	1	7	2	99	B	138 824	355 096	2	U	64	Figueira da Foz	2	39.8	0			4 | 2	1
241	3	0	0	1	2	0	0	2	98	98	2	2	2	0	2	46	2	2	2	6	11	2	1				11		2	D	165 688	350 222	2	R	39	Condeixa-a-Nova	2	34.9	2			3 | 2	1
242	1	0	0	0	1	0	0	98	1	98	1			1	2	62	1	98	1	7	14	2	1				14		99	E	176 750	389 373	2	R	109	Anadia	2	84.1	2			3 | 1	1
243	1	0	0	0	1	0	0	1	98	98	2	1	1	0	2	40	1	1	1	1	4	1	1				4		99	A	180 738	328 295	2	R	135	Ansião	2	69.1	4			2 | 1	1
245	3	0	0	0	3	0	0	2	98	98	2	6	2	0	2	49	2	2	3	4	11	2	1				11		99	D	138 897	356 318	2	U	64	Figueira da Foz	2	36.0	2			3 | 2	1
246	4	0	0	1	3	0	0	1	98	98	1			1	3	50	2	2	1	6	15	0	2	56	1	6	11	2	2	D	220 354	367 076	4	R	205	Arganil	2	47.2	0			3 | 2	1
247	2	0	0	0	2	0	0	1	98	98	1			1	1	79	2	1	1	6	15		2	45	2	1	7	2	99	B	138 662	354 958	2	U	64	Figueira da Foz	2	39.8	0			4 | 2	1
248	3	1	0	0	2	0	0	1	1	98	2	6	1	0	2	43	1	2	1	5	12	1	1				12		99	D	175 625	383 839	2	R	109	Anadia	2	71.9	2			2 | 1	1
249	2	0	0	0	2	0	0	98	98	98	1			1	3	74	2	98	98	7	10		1				10		1	D	139 923	355 123	2	U	64	Figueira da Foz	2	39.8	0			4 | 2	1
250	3	0	0	1	2	0	0	98	98	98	1			1	3	71	2	2	98	7	10	0	2	62	1	7	11	2	2	E	198 443	339 069	4	R	213	Góis	2	44.6	2			4 | 2	1
251	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	85	1	1	1	1	10		1				10		99	B	176 550	389 553	4	R	109	Anadia	2	73.6	0			4 | 1	1
252	2	0	0	0	2	0	0	2	98	98	2	2	2	0	2	46	1	2	2	1	7	2	1				7		99	B	138 802	353 525	2	U	65	Figueira da Foz	2	43.3	2			3 | 1	1
253	3	0	0	0	3	0	0	2	98	98	2	2	2	0	3	70	2	2	2	6	10	0	2	68	1	6	10	2	2	D	193 197	337 676	2	U	207	Castanheira de Pêra	2	83.5	0			4 | 2	1
254	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	79	1	98	1	6	10		1				10		99	D	179 340	326 966	4	R	135	Ansião	2	45.8	2			4 | 1	1
255	2	0	0	0	2	0	0	98	98	98	1			1	3	75	2	1	1	7	10		1				10		1	D	175 603	390 457	4	R	109	Anadia	2	36.7	0			4 | 2	1
256	1	0	0	0	1	0	0	1	98	98	2	2	1	0	2	64	2	98	1	6	10	0	1				10		99	D	175 002	322 646	4	R	135	Ansião	2	32.6	0			3 | 2	1
257	4	0	0	0	4	0	0	1	98	98	2	1	1	0	2	53	2	1	4	6	6	1	2	53	1	4	14	2	99	E	176 550	389 553	4	R	109	Anadia	2	44.6	0			3 | 2	1
258	2	0	0	0	2	0	0	2	98	98	2	2	2	0	2	35	2	2	2	1	7	2	1				7		99	B	138 921	355 251	4	R	64	Figueira da Foz	2	26.7	4			2 | 2	1
259	1	0	0	0	1	0	0	98	98	98	1			1	3	87	2	1	98	7	10	0	1				10		1	D	193 023	332 449	4	R	207	Castanheira de Pêra	2	83.5	0			4 | 2	1
260	2	0	0	0	2	0	0	98	98	98	1			1	3	66	2	98	1	6	10	0	2	70	1	6	10	99	2	D	181 900	328 725	4	R	135	Ansião	2	31.8	0			4 | 2	1
261	4	0	0	0	4	0	0	1	98	98	2	1	1	0	3	59	2	2	1	6	11	2	2	59	1	6	11	2	2	D	194 279	339 613	4	R	207	Castanheira de Pêra	2	64.9	2			3 | 2	1
262	4	0	0	0	4	0	0	1	98	98	2	2	1	0	2	20	1	2	2	4	16	0	2		1	6	11	99	99	D	181 367	390 364	4	R	109	Anadia	2	54.0	2			1 | 1	1
263	3	0	0	0	3	0	0	1	98	98	2	1	1	0	2	49	2	3	1	5	15	2	1				15		1	D	180 738	328 295	2	R	135	Ansião	2	32.6	0			3 | 2	1
264	1	0	0	0	1	0	0	98	98	98	1			1	3	73	2	1	98	6	10	0	1				10		1	D	195 162	340 872	4	U	207	Castanheira de Pêra	2	83.5	0			4 | 2	1
265	2	0	0	0	2	0	0	1	98	98	2	2	1	0	3	70	2	2	1	3	10	0	2	70	1	6	10	1	99	D	195 963	343 940	4	R	207	Castanheira de Pêra	2	83.5	0			4 | 2	1
266	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	57	2	1	1	6	15	2	2	60	1	6	12	1	1	E	181 758	364 199	1	R	23	Penacova	2	19.9	2			3 | 2	1
267	2	0	0	0	2	0	0	2	1	98	2	3	2	0	2	74	1	98	2	4	10	0	1				10		1	C	212 564	366 663	4	R	205	Arganil	2	70.4	2			4 | 1	1
268	6	0	0	0	6	0	0	3	98	98	1			1	3	73	2	3	3	7	10	0	2	40	1	6	14	2	99	E	184 409	367 952	4	R	22	Penacova	2	29.3	0			4 | 2	1
269	2	0	0	0	2	0	0	1	98	98	1			1	2	77	1	98	2	6	10	0	1				10		99	D	138 824	355 096	2	U	64	Figueira da Foz	2	28.8	2			4 | 1	1
270	2	0	0	0	2	0	0	98	1	98	2	1	98	0	3	61	2	1	99	6	4	1	2	64	1	5	10	2	99	D	212 564	366 663	4	R	205	Arganil	2	47.2	2			3 | 2	1
271	6	0	0	2	4	0	0	2	1	1	2	6	2	0	3	48	2	2	2	4	15	0	2	54	1	1	4	1	99	A	167 483	384 804	4	R	108	Anadia	2	31.3	0			3 | 2	1
272	6	0	0	0	6	0	0	4	98	98	2	4	4	0	2	34	1	2	4	3	9	2	2	60	1	1	3	1	99	A	171 114	391 987	2	R	10	Anadia	2	45.7	2			2 | 1	1
273	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	46	1	2	2	3	6	1	2	84	1	6	4	1	99	C	196 001	343 767	2	R	207	Castanheira de Pêra	2	51.8	2			3 | 1	1
274	2	0	0	0	2	0	0	3	98	98	2	3	3	0	2	60	2	1	2	6	4	1	1				4		99	C	195 812	371 256	4	R	113	Penacova	2	23.3	3			3 | 2	1
275	1	0	0	0	1	0	0	98	98	98	1			1	3	70	2	98	98	6	11	2	1				11		1	D	171 339	391 061	2	R	10	Anadia	2	36.6	0			4 | 2	1
276	2	0	0	0	2	0	0	1	98	98	2	4	1	0	2	60	2	98	2	6	15	0	2	67	1	3	10	2	99	C	212 564	366 663	4	R	205	Arganil	2	47.2	2			3 | 2	1
277	2	0	0	0	2	0	0	98	98	98	1			1	3	65	2	98	98	99	10		2	65	1	99	10	99	99	99	179 952	385 762	4	R	109	Anadia	2	36.7	0			4 | 2	1
278	3	0	0	0	3	0	0	1	1	98	2	3	1	0	2	30	2	1	1	3	7	2	1				7		99	B	189 494	366 083	4	R	24	Penacova	2	36.5	2			2 | 2	1
279	1	0	0	0	1	0	0	98	98	98	2	1	98	0	3	50	2	1	98	6	10	0	1				10		1	D	194 700	336 728	4	R	207	Castanheira de Pêra	2	64.9	2			3 | 2	1
280	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	74	1	98	1	6	14	2	1				14		99	E	171 339	391 061	2	R	10	Anadia	2	35.3	4			4 | 1	1
282	4	0	0	0	4	0	0	2	1	98	2	2	2	0	1	94	1	3	1	6	10	0	2	70	1	6	4	1	99	C	193 002	367 304	4	R	113	Penacova	2	30.5	2			4 | 1	1
283	2	0	0	0	2	0	0	2	98	98	2	2	2	0	3	60	2	98	1	4	9		2	65	1	3	4	1	99	A	177 605	382 183	4	R	109	Anadia	2	44.6	2			3 | 2	1
284	3	0	1	0	2	3	1	98	98	98	1			1	3	70	2	1	98	7	10	0	2	36	2	5	11	2	1	D	212 564	366 663	4	R	205	Arganil	2	47.6	2			4 | 2	1
285	4	0	0	0	4	0	0	2	98	98	2	2	2	0	3	57	2	3	3	6	12	2	2	58	1	4	14	2	3	E	175 775	385 883	2	R	109	Anadia	2	44.6	0			3 | 2	1
286	5	0	0	1	4	0	0	1	1	98	1			1	3	77	2	2	2	7	10	0	2	37	1	6	14	2	99	E	212 193	367 108	2	R	205	Arganil	2	47.6	0			4 | 2	1
287	3	0	0	1	2	0	0	2	98	98	1			1	2	39	2	1	2	6	13	0	2	40	1	3	12	1	99	D	223 181	376 716	4	R	203	Oliveira do Hospital	2	58.9	2			2 | 2	1
