Inq	Viagem	P1-Iniciou a viagem em casa	Origem_X	Origem_Y	Origem_Georef	Origem_Tipo	Origem_Zona	Origem_Conc	P3-Motivo da viagem	P4-Viagem terminou em casa	Destino_X	Destino_Y	Destino_Georef	Destino_Tipo	Destino_Zona	Destino_Conc	Hora de Inicio	Hora de Fim	Duração	P6-Mudou alguma vez de modo de transporte	P6_Vezes que mudou de modo de transporte	P9-Modo de transporte utilizado para chegar ao destino	Modo de transporte agregado	P10-Local de estacionamento	P11_a-Preço pago pelo estacionamento (base diária)	P11_b-Preço pago pelo estacionamento (base mensal)	P12-Automóvel disponível	P13_a-Primeira Razão da escolha do modo a pé / TC	P13_b-segunda Razão da escolha do modo a pé / TC	P.14-Título de transporte	P.14a-Tipo de passe	Classifica Companhia	P15_a-Fez a viagem sempre acompanhado	P15_b-Fez algum desvio ao seu percurso por ir acompanhado	P15_c_Frequencia_Viagem	Tipo de inquérito	Zona_Residencia	Coeficientes Expansão Total	Hora de Inicio	Hora de Fim	Duração	Distancia	Viagens	Velocidades
70	1	1	167245.42	383960.08	4	R	107	Anadia	1	2	166234.78	383915.4	2	R	107	Anadia	7:45	7:50	00:05	1	0	3	TI	5								1			1	2	107	51.6	465	470	5	1	2	12.14
70	2	2	166234.78	383915.4	2	R	107	Anadia	3	1	167245.42	383960.08	4	R	107	Anadia	17:05	17:10	00:05	1	0	3	TI	5								1			1	2	107	51.6	1 025	1 030	5	1	2	12.14
71	1	1	187212	366923	1	U	24	Penacova	6	2	174379.02	359776.5	3	U	307	Coimbra	23:00	23:15	00:15	1	0	3	TI	1								1			3	2	24	41.2	1 380	1 395	15	15	2	58.75
71	2	2	174379.02	359776.5	3	U	307	Coimbra	3	1	187212	366923	1	U	24	Penacova	05:00	5:15	00:15	1	0	3	TI	1								1			3	2	24	41.2	300	315	15	15	2	58.75
72	1	1	172335.7231	360306.6112	2	U	328	Coimbra	1	2	171907.55	355036.48	3	R	345	Coimbra	08:20	08:35	00:15	1	0	3	TI	5								1			1	1	328	14.9	500	515	15	5	2	21.15
72	2	2	171907.55	355036.48	3	R	345	Coimbra	3	1	172335.7231	360306.6112	2	U	328	Coimbra	18:00	18:15	00:15	1	0	3	TI	1								1			1	1	328	14.9	1 080	1 095	15	5	2	21.15
73	1	1	222333.46	380251.81	4	R	203	Oliveira do Hospital	15	1	222333.46	380251.81	4	R	203	Oliveira do Hospital	08:00	09:00	1:00	1	0	1	Pé				2					1			1	2	203	58.9	480	540	60	0	1	0
74	1	1	182963.33	389138.89	4	R	109	Anadia	1	2	174171.42	385760.09	4	U	12	Anadia	08:45	09:00	0:15	1	0	3	TI	5								1			1	2	109	53.8	525	540	15	9	2	37.68
74	2	2	174171.42	385760.09	4	U	12	Anadia	3	1	182963.33	389138.89	4	R	109	Anadia	18:00	18:15	0:15	1	0	3	TI	1								1			1	2	109	53.8	1 080	1 095	15	9	2	37.68
75	1	1	206673.66	361094.03	1	U	204	Arganil	1	2	206652.27	360986.1	3	U	204	Arganil	09:10	9:15	00:05	1	0	4	TI	99								4	1	2	1	2	204	63.6	550	555	5	0	2	1.32
75	2	2	206652.27	360986.1	3	U	204	Arganil	3	1	206673.66	361094.03	1	U	204	Arganil	19:30	19:40	00:10	1	0	1	Pé				1	7	8			4	1	2	1	2	204	63.6	1 170	1 180	10	0	2	0.66
76	1	1	176041.15	386054.47	4	R	109	Anadia	1	2	174171.42	385760.09	4	U	12	Anadia	10:30	10:40	0:10	1	0	1	Pé				1	2	7			1			1	2	109	35.1	630	640	10	2	2	11.36
76	2	2	174171.42	385760.09	4	U	12	Anadia	3	1	176041.15	386054.47	4	R	109	Anadia	11:00	11:10	0:10	1	0	1	Pé				1	2	7			1			1	2	109	35.1	660	670	10	2	2	11.36
77	1	1	167299.35	387062.55	2	U	108	Anadia	9	2	160828.73	375545.34	3	U	6	Cantanhede	17:00	17:30	00:30	1	0	3	TI	5								3			3	2	108	31.3	1 020	1 050	30	13	3	26.42
77	2	2	160828.73	375545.34	3	U	6	Cantanhede	4	2	161468.01	375760.75	3	U	6	Cantanhede	19:00	19:05	00:05	1	0	3	TI	5								3	1	2	3	2	108	31.3	1 140	1 145	5	1	3	8.1
77	3	2	161468.01	375760.75	3	U	6	Cantanhede	3	1	167299.35	387062.55	2	U	108	Anadia	19:30	20:00	00:30	1	0	3	TI	5								3	1	2	3	2	108	31.3	1 170	1 200	30	13	3	25.44
80	1	1	163330.94	352017.06	4	R	39	Condeixa-a-Nova	6	2	138136.14	353758.1	3	U	65	Figueira da Foz	11:00	11:30	00:30	1	0	4	TI	1								4	1	2	3	2	39	33	660	690	30	25	2	50.51
80	2	2	138136.14	353758.1	3	U	65	Figueira da Foz	3	1	163330.94	352017.06	4	R	39	Condeixa-a-Nova	17:00	17:30	0:30	1	0	4	TI	5								4	1	2	1	2	39	33	1 020	1 050	30	25	2	50.51
81	1	1	219281.55	360843.89	4	R	205	Arganil	1	2	215757.75	357478.28	4	R	205	Arganil	08:00	8:10	00:10	1	0	1	Pé				1	7	3			1			1	2	205	47.2	480	490	10	5	2	29.24
81	2	2	215757.75	357478.28	4	R	205	Arganil	3	1	219281.55	360843.89	4	R	205	Arganil	16:00	16:10	00:10	1	0	1	Pé				1	2	3			1			1	2	205	47.2	960	970	10	5	2	29.24
83	1	1	172335.7231	360306.6112	2	U	328	Coimbra	1	2	172659.13	360393.68	3	U	328	Coimbra	07:50	08:00	00:10	1	0	1	Pé				2					1			1	1	328	18.4	470	480	10	0	2	2.01
83	2	2	172659.13	360393.68	3	U	328	Coimbra	3	1	172335.7231	360306.6112	2	U	328	Coimbra	16:00	16:10	00:10	1	0	1	Pé				2					1			1	1	328	18.4	960	970	10	0	2	2.01
91	1	1	189296.98	360373.01	2	R	25	Vila Nova de Poiares	9	2	176223.45	361388.84	3	U	312	Coimbra	08:00	08:30	00:30	1	0	3	TI	3								1			3	1	25	42.1	480	510	30	13	2	26.23
91	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	189296.98	360373.01	2	R	25	Vila Nova de Poiares	12:00	12:30	00:30	1	0	3	TI	5								1			3	1	25	42.1	720	750	30	13	2	26.23
93	1	1	219440.8	369509.4	1	R	203	Oliveira do Hospital	1	2	219402.93	369460.72	4	R	203	Oliveira do Hospital	07:30	07:45	0:15	1	0	1	Pé				2					4	1	2	1	2	203	58.9	450	465	15	0	2	0.25
93	2	2	219402.93	369460.72	4	R	203	Oliveira do Hospital	3	1	219440.8	369509.4	1	R	203	Oliveira do Hospital	16:10	16:30	0:20	1	0	1	Pé				2					4	1	2	1	2	203	58.9	970	990	20	0	2	0.19
96	1	1	180905.44	354408.9	4	R	35	Miranda do Corvo	4	2	174499.43	360600.9	3	U	303	Coimbra	09:00	9:15	00:15	1	0	4	TI	3	0							4	1	2	3	2	35	27.9	540	555	15	9	2	35.64
96	2	2	174499.43	360600.9	3	U	303	Coimbra	3	1	180905.44	354408.9	4	R	35	Miranda do Corvo	13:00	13:15	00:15	1	0	4	TI	5								4	1	2	3	2	35	27.9	780	795	15	9	2	35.64
98	1	1	171191.1	392544.2	1	R	10	Anadia	2	2	155561.98	407330.94	3	U	228	Aveiro	10:00	10:30	00:30	1	0	3	TI	3								1			3	2	10	54.7	600	630	30	22	3	43.03
98	2	2	155561.98	407330.94	3	U	228	Aveiro	10	2	174966.24	394563.9	3	U	228	Águeda	13:00	13:20	00:20	1	0	3	TI	99								3	1	2	3	2	10	54.7	780	800	20	23	3	69.68
98	3	2	174966.24	394563.9	3	U	228	Águeda	3	1	171191.1	392544.2	1	R	10	Anadia	14:00	14:20	00:20	1	0	3	TI	5								1			2	2	10	54.7	840	860	20	4	3	12.84
100	1	1	167752.51	351770.98	4	R	39	Condeixa-a-Nova	4	2	168066.11	352107.31	3	U	39	Condeixa-a-Nova	10:00	10:05	00:05	1	0	3	TI	5								1			2	2	39	34.9	600	605	5	0	2	5.52
100	2	2	168066.11	352107.31	3	U	39	Condeixa-a-Nova	3	1	167752.51	351770.98	4	R	39	Condeixa-a-Nova	10:30	10:35	00:05	1	0	3	TI	5								1			1	2	39	34.9	630	635	5	0	2	5.52
101	1	1	212564.11	366662.59	4	R	205	Arganil	4	2	212564.11	366662.59	4	R	205	Arganil	09:00	9:05	00:05	1	0	4	TI	1								4	1	2	2	2	205	47.2	540	545	5	0	2	0
101	2	2	212564.11	366662.59	4	R	205	Arganil	3	1	212564.11	366662.59	4	R	205	Arganil	09:30	9:35	00:05	1	0	4	TI	5								4	1	2	3	2	205	47.2	570	575	5	0	2	0
103	1	1	219606.23	369285.38	2	R	203	Oliveira do Hospital	1	2	224673.14	376039.88	2	U	203	Oliveira do Hospital	14:00	14:05	0:05	1	0	1	Pé				1	3	7			1			2	2	203	58.9	840	845	5	8	2	101.32
103	2	2	224673.14	376039.88	2	U	203	Oliveira do Hospital	3	1	219606.23	369285.38	2	R	203	Oliveira do Hospital	17:00	17:05	0:05	1	0	1	Pé				1	3	7			1			3	2	203	58.9	1 020	1 025	5	8	2	101.32
107	1	1	199258.14	366424.64	4	R	204	Arganil	10	2	186552.33	346429.16	4	R	35	Miranda do Corvo	20:00	20:45	00:45	1	0	3	TI	1								1			2	1	204	91.5	1 200	1 245	45	24	2	31.59
107	2	2	186552.33	346429.16	4	R	35	Miranda do Corvo	3	1	199258.14	366424.64	4	R	204	Arganil	23:00	23:45	00:45	1	0	3	TI	5								1			3	1	204	91.5	1 380	1 425	45	24	2	31.59
108	1	1	163793.83	382907.72	2	U	107	Anadia	1	2	163795.42	382924.17	4	R	107	Anadia	14:30	14:45	00:15	1	0	21	Outros	99			1	10	99			1			1	2	107	51.6	870	885	15	0	2	0.07
108	2	2	163795.42	382924.17	4	R	107	Anadia	3	1	163793.83	382907.72	2	U	107	Anadia	17:00	17:15	00:15	1	0	21	Outros									1			1	2	107	51.6	1 020	1 035	15	0	2	0.07
110	1	1	166853.04	353624.08	2	R	39	Condeixa-a-Nova	5	2	166538.91	353529.25	4	R	39	Condeixa-a-Nova	10:00	10:30	00:30	1	0	19	Bicicleta				1	99	99			1			2	2	39	38.5	600	630	30	0	4	0.66
110	2	2	166538.91	353529.25	4	R	39	Condeixa-a-Nova	3	1	166853.04	353624.08	2	R	39	Condeixa-a-Nova	11:00	11:30	00:30	1	0	19	Bicicleta				1	99	99			1			3	2	39	38.5	660	690	30	0	4	0.66
110	3	1	166853.04	353624.08	2	R	39	Condeixa-a-Nova	6	2	166538.91	353529.25	4	R	39	Condeixa-a-Nova	20:00	20:05	00:05	1	0	3	TI	1								1			1	2	39	38.5	1 200	1 205	5	0	4	3.94
110	4	2	166538.91	353529.25	4	R	39	Condeixa-a-Nova	3	1	166853.04	353624.08	2	R	39	Condeixa-a-Nova	20:55	21:00	00:05	1	0	3	TI	5								1			1	2	39	38.5	1 255	1 260	5	0	4	3.94
114	1	1	167914.56	386411.05	4	R	108	Anadia	1	2	161022.49	393102.23	4	U	228	Oliveira do Bairro	08:00	8:15	00:15	1	0	3	TI	5								1			1	2	108	31.3	480	495	15	10	2	38.42
114	2	2	161022.49	393102.23	4	U	228	Oliveira do Bairro	3	1	167914.56	386411.05	4	R	108	Anadia	17:00	17:15	00:15	1	0	3	TI	5								1			1	2	108	31.3	1 020	1 035	15	10	2	38.42
117	1	1	162827.45	383040.74	4	R	107	Anadia	9	2	174600.61	389063.54	3	U	109	Anadia	9:30	09:40	00:10	1	0	3	TI	3								1			3	2	107	52	570	580	10	13	5	79.35
117	2	2	174600.61	389063.54	3	U	109	Anadia	5	2	172263.68	384750.52	3	R	108	Anadia	10:15	10:20	00:05	1	0	3	TI	5								1			3	2	107	52	615	620	5	5	5	58.87
117	3	2	172263.68	384750.52	3	R	108	Anadia	3	1	162827.45	383040.74	4	R	107	Anadia	11:30	11:40	00:10	1	0	3	TI	5								1			2	2	107	52	690	700	10	10	5	57.54
117	4	1	162827.45	383040.74	4	R	107	Anadia	10	2	162827.45	383040.74	4	R	107	Anadia	16:00	16:10	00:10	1	0	3	TI	3								1			3	2	107	52	960	970	10	0	5	0
117	5	2	162827.45	383040.74	4	R	107	Anadia	3	1	162827.45	383040.74	4	R	107	Anadia	17:30	17:40	00:10	1	0	3	TI	5								1			3	2	107	52	1 050	1 060	10	0	5	0
118	1	1	201047.32	362144.41	4	R	204	Arganil	9	2	206700.51	360884.43	3	U	204	Arganil	09:00	09:15	0:15	1	0	4	TI	4	1.5							4	1	2	3	2	204	63.6	540	555	15	6	2	23.17
118	2	2	206700.51	360884.43	3	U	204	Arganil	3	1	201047.32	362144.41	4	R	204	Arganil	12:00	12:15	0:15	1	0	4	TI	5								4	1	2	3	2	204	63.6	720	735	15	6	2	23.17
123	1	1	184409.44	367951.53	4	R	22	Penacova	1	2	183141.43	368846.11	4	R	22	Penacova	08:30	8:50	00:20	1	0	1	Pé				2					3	1	2	1	2	22	29.3	510	530	20	2	2	4.66
123	2	2	183141.43	368846.11	4	R	22	Penacova	3	1	184409.44	367951.53	4	R	22	Penacova	10:00	10:30	0:30	1	0	1	Pé				2					3	1	2	1	2	22	29.3	600	630	30	2	2	3.1
126	1	1	175984.49	386214.41	2	R	109	Anadia	1	2	175708.79	385949.72	3	R	109	Anadia	13:45	14:00	0:15	1	0	3	TI	5								1			1	2	109	44.6	825	840	15	0	2	1.53
126	2	2	175708.79	385949.72	3	R	109	Anadia	3	1	175984.49	386214.41	2	R	109	Anadia	18:00	18:10	0:10	1	0	3	TI	1								1			1	2	109	44.6	1 080	1 090	10	0	2	2.29
127	1	1	197767.1	372148.9	2	R	113	Penacova	1	2	175041.73	359890.56	3	U	301	Coimbra	15:00	15:25	00:25	1	0	3	TI	1								1			3	2	113	50.1	900	925	25	26	2	61.97
127	2	2	175041.73	359890.56	3	U	301	Coimbra	3	1	197767.1	372148.9	2	R	113	Penacova	18:00	18:40	00:40	1	0	3	TI	5								1			3	2	113	50.1	1 080	1 120	40	26	2	38.73
128	1	1	163287.35	386563.77	4	R	107	Anadia	9	2	172247.42	358647.27	3	U	326	Coimbra	13:15	14:00	00:45	1	0	4	TI	5								4			3	2	107	52	795	840	45	29	2	39.09
128	2	2	172247.42	358647.27	3	U	326	Coimbra	3	1	163287.35	386563.77	4	R	107	Anadia	16:00	16:45	00:45	1	0	4	TI	5								4	99	99	3	2	107	52	960	1 005	45	29	2	39.09
129	1	1	215860.13	362536	4	R	205	Arganil	10	2	218750.49	363193.57	3	R	205	Arganil	13:30	13:40	00:10	1	0	3	TI	1								1			3	2	205	70.4	810	820	10	3	2	17.79
129	2	2	218750.49	363193.57	3	R	205	Arganil	3	1	215860.13	362536	4	R	205	Arganil	16:50	17:00	00:10	1	0	3	TI	5								1			3	2	205	70.4	1 010	1 020	10	3	2	17.79
130	1	1	225594.13	373954.67	4	R	203	Oliveira do Hospital	9	2	223779.31	375797.91	3	U	203	Oliveira do Hospital	11:00	11:15	0:15	1	0	4	TI	99								4	1	2	3	2	203	58.9	660	675	15	3	2	10.35
130	2	2	223779.31	375797.91	3	U	203	Oliveira do Hospital	3	1	225594.13	373954.67	4	R	203	Oliveira do Hospital	14:00	14:15	0:15	1	0	4	TI	99								4	1	2	3	2	203	58.9	840	855	15	3	2	10.35
131	1	1	195002.66	363775.39	2	U	27	Vila Nova de Poiares	2	2	174910.08	360222.75	3	U	301	Coimbra	13:00	13:20	00:20	1	0	12	TC				2			3	9	1			2	1	27	23.8	780	800	20	20	2	61.21
131	2	2	174910.08	360222.75	3	U	301	Coimbra	3	1	195002.66	363775.39	2	U	27	Vila Nova de Poiares	19:00	19:20	00:20	1	0	12	TC				2			3	9	1			3	1	27	23.8	1 140	1 160	20	20	2	61.21
132	1	1	180065.52	370643.62	5	R	22	Penacova	1	2	182632.05	369995	4	R	22	Penacova	13:30	13:35	00:05	1	0	3	TI	5								1			1	2	22	106	810	815	5	3	2	31.77
132	2	2	182632.05	369995	4	R	22	Penacova	3	1	180065.52	370643.62	5	R	22	Penacova	21:00	21:05	00:05	1	0	3	TI	1								1			1	2	22	106	1 260	1 265	5	3	2	31.77
133	1	1	208368.13	363513.24	2	R	204	Arganil	6	2	208467.38	363332.98	2	R	204	Arganil	13:45	14:00	0:15	1	0	1	Pé				2					1			1	2	204	51.3	825	840	15	0	2	0.82
133	2	2	208467.38	363332.98	2	R	204	Arganil	3	1	208368.13	363513.24	2	R	204	Arganil	14:30	14:45	0:15	1	0	1	Pé				2					1			1	2	204	51.3	870	885	15	0	2	0.82
134	1	1	176749.9	389373.3	2	R	109	Anadia	1	2	176223.45	361388.84	3	U	312	Coimbra	23:00	23:30	0:30	1	0	3	TI	5								1			1	2	109	53.8	1 380	1 410	30	28	2	55.98
134	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	176749.9	389373.3	2	R	109	Anadia	09:00	09:40	0:40	1	0	3	TI	5								1			1	2	109	53.8	540	580	40	28	2	41.98
135	1	1	173019.51	390263.8	4	R	10	Anadia	10	2	169303.69	393647.86	3	U	228	Oliveira do Bairro	14:30	15:00	00:30	1	0	3	TI	5								4	1	2	3	2	10	53.1	870	900	30	5	4	10.05
135	2	2	169303.69	393647.86	3	U	228	Oliveira do Bairro	3	1	173019.51	390263.8	4	R	10	Anadia	16:00	16:30	00:30	1	0	3	TI	1								4	1	2	3	2	10	53.1	960	990	30	5	4	10.05
135	3	1	173019.51	390263.8	4	R	10	Anadia	2	2	172944.81	390359.61	3	R	10	Anadia	17:45	17:55	00:10	1	0	3	TI	99								4	2	2	1	2	10	53.1	1 065	1 075	10	0	4	0.73
135	4	2	172944.81	390359.61	3	R	10	Anadia	3	1	173019.51	390263.8	4	R	10	Anadia	18:05	18:15	00:10	1	0	3	TI	5								2	1	2	1	2	10	53.1	1 085	1 095	10	0	4	0.73
136	1	1	166431.54	331857.43	4	R	134	Ansião	4	2	157877.45	327597.94	4	U	45	Pombal	10:00	10:15	00:15	1	0	3	TI	3								4	1	2	3	2	134	38.1	600	615	15	10	4	38.22
136	2	2	157877.45	327597.94	4	U	45	Pombal	3	1	166431.54	331857.43	4	R	134	Ansião	12:00	12:15	00:15	1	0	3	TI	5								4	1	2	3	2	134	38.1	720	735	15	10	4	38.22
136	3	1	166431.54	331857.43	4	R	134	Ansião	9	2	174201.99	326876.79	4	U	135	Ansião	14:30	14:45	00:15	1	0	3	TI	3								1			3	2	134	38.1	870	885	15	9	4	36.92
136	4	2	174201.99	326876.79	4	U	135	Ansião	3	1	166431.54	331857.43	4	R	134	Ansião	18:00	18:15	00:15	1	0	3	TI	5								1			3	2	134	38.1	1 080	1 095	15	9	4	36.92
138	1	1	164830.97	354258.39	4	R	39	Condeixa-a-Nova	1	2	170219.27	356291.99	4	R	348	Coimbra	9:00	9:20	00:20	1	0	3	TI	3								1			2	2	39	30.4	540	560	20	6	2	17.28
138	2	2	170219.27	356291.99	4	R	348	Coimbra	3	1	164830.97	354258.39	4	R	39	Condeixa-a-Nova	12:30	12:50	00:20	1	0	3	TI	5								1			1	2	39	30.4	750	770	20	6	2	17.28
141	1	1	167991.74	386701.02	2	U	108	Anadia	10	2	162827.45	383040.74	4	R	107	Anadia	10:00	10:05	00:05	1	0	3	TI	5								1			3	2	108	46.1	600	605	5	6	2	75.96
141	2	2	162827.45	383040.74	4	R	107	Anadia	3	1	167991.74	386701.02	2	U	108	Anadia	10:30	10:35	00:05	1	0	3	TI	5								1			3	2	108	46.1	630	635	5	6	2	75.96
143	1	1	140327.92	355579.71	4	R	64	Figueira da Foz	4	2	153276.29	356189.55	3	U	58	Montemor-o-Velho	09:30	10:00	00:30	1	0	4	TI	1								4	1	2	3	2	64	34.5	570	600	30	13	2	25.93
143	2	2	153276.29	356189.55	3	U	58	Montemor-o-Velho	3	1	140327.92	355579.71	4	R	64	Figueira da Foz	12:30	13:00	00:30	1	0	4	TI	1								4	1	2	3	2	64	34.5	750	780	30	13	2	25.93
144	1	1	166538.91	353529.25	4	R	39	Condeixa-a-Nova	6	2	175879.19	360477.96	3	U	308	Coimbra	9:00	9:45	0:45	2	1	3	TI	5								1				2	39	34.9	540	585	45	12	4	15.52
144	2	2	175879.19	360477.96	3	U	308	Coimbra	3	1	166538.91	353529.25	4	R	39	Condeixa-a-Nova	15:00	15:45	00:45	1	0	4	TI	5								4	1	2	1	2	39	34.9	900	945	45	12	4	15.52
144	3	1	166538.91	353529.25	4	R	39	Condeixa-a-Nova	10	2	166402.07	353282.73	3	R	39	Condeixa-a-Nova	17:00	17:05	00:05	1	0	1	Pé				1	7	8			4	1	2	3	2	39	34.9	1 020	1 025	5	0	4	3.38
144	4	2	166402.07	353282.73	3	R	39	Condeixa-a-Nova	3	1	166538.91	353529.25	4	R	39	Condeixa-a-Nova	19:00	19:05	00:05	1	0	1	Pé				1	7	8			4	99	99	1	2	39	34.9	1 140	1 145	5	0	4	3.38
145	1	1	210795.76	363715.72	4	R	205	Arganil	9	2	212121.3	366514.09	3	R	205	Arganil	08:00	8:30	00:30	1	0	2	TI	1								4	1	2	3	2	205	47.6	480	510	30	3	2	6.19
145	2	2	212121.3	366514.09	3	R	205	Arganil	3	1	210795.76	363715.72	4	R	205	Arganil	12:00	12:30	00:30	1	0	2	TI	1								4	1	2	3	2	205	47.6	720	750	30	3	2	6.19
146	1	1	205164.25	363651.94	4	R	204	Arganil	4	2	205202.96	363692.12	6	R	204	Arganil	14:00	15:00	1:00	1	0	1	Pé				2					1			2	2	204	65	840	900	60	0	2	0.06
146	2	2	205202.96	363692.12	6	R	204	Arganil	3	1	205164.25	363651.94	4	R	204	Arganil	16:30	17:30	1:00	1	0	1	Pé				2					1			3	2	204	65	990	1 050	60	0	2	0.06
147	1	1	164872.74	385877.38	4	R	107	Anadia	1	2	167245.42	383960.08	4	R	107	Anadia	9:30	9:45	00:15	1	0	19	Bicicleta				1	13	99			4	1	2	2	2	107	27.8	570	585	15	3	4	12.2
147	2	2	167245.42	383960.08	4	R	107	Anadia	3	1	164872.74	385877.38	4	R	107	Anadia	12:15	12:30	00:15	1	0	19	Bicicleta				1	13	99			4	1	2	3	2	107	27.8	735	750	15	3	4	12.2
147	3	1	164872.74	385877.38	4	R	107	Anadia	1	2	167245.42	383960.08	4	R	107	Anadia	14:00	14:15	00:15	1	0	19	Bicicleta				1	13	99			4	1	2	2	2	107	27.8	840	855	15	3	4	12.2
147	4	2	167245.42	383960.08	4	R	107	Anadia	3	1	164872.74	385877.38	4	R	107	Anadia	18:30	18:45	00:15	1	0	19	Bicicleta				1	13	99			4	1	2	2	2	107	27.8	1 110	1 125	15	3	4	12.2
148	1	1	165928.38	350929.78	4	R	39	Condeixa-a-Nova	10	2	174711.56	360482.37	2	U	303	Coimbra	14:00	14:07	00:07	1	0	3	TI	4	0.6							1			3	2	39	38.5	840	847	7	13	2	111.23
148	2	2	174711.56	360482.37	2	U	303	Coimbra	3	1	165928.38	350929.78	4	R	39	Condeixa-a-Nova	16:00	16:07	00:07	1	0	3	TI	5								1			1	2	39	38.5	960	967	7	13	2	111.23
149	1	1	167539.15	332975.82	4	R	134	Ansião	9	2	181227.46	328610.67	3	R	135	Ansião	10:30	11:00	00:30	1	0	21	Outros	99			2					3	1	1	2	2	134	47.3	630	660	30	14	2	28.73
149	2	2	181227.46	328610.67	3	R	135	Ansião	3	1	167539.15	332975.82	4	R	134	Ansião	13:00	13:45	00:45	1	0	21	Outros				2					3	1	1	3	2	134	47.3	780	825	45	14	2	19.16
150	1	1	186482.15	359655.4	2	R	25	Vila Nova de Poiares	1	2	190998.25	359711.29	3	U	25	Vila Nova de Poiares	08:00	08:15	00:15	1	0	3	TI	5								1			2	1	25	32.6	480	495	15	5	2	18.07
150	2	2	190998.25	359711.29	3	U	25	Vila Nova de Poiares	3	1	186482.15	359655.4	2	R	25	Vila Nova de Poiares	17:00	17:15	00:15	1	0	3	TI	5								1			3	1	25	32.6	1 020	1 035	15	5	2	18.07
152	1	1	205164.25	363651.94	4	R	204	Arganil	10	2	213432.02	354748.33	3	R	205	Arganil	11:00	11:45	0:45	1	0	4	TI	3								4	1	2	3	2	204	51.3	660	705	45	12	2	16.2
152	2	2	213432.02	354748.33	3	R	205	Arganil	3	1	205164.25	363651.94	4	R	204	Arganil	18:30	19:15	0:45	1	0	4	TI	5								4	1	2	3	2	204	51.3	1 110	1 155	45	12	2	16.2
153	1	1	163000.99	385027.13	4	R	107	Anadia	4	2	161468.01	375760.75	3	U	6	Cantanhede	14:00	14:15	00:15	1	0	3	TI	5								4	1	2	2	2	107	39.2	840	855	15	9	3	37.57
153	2	2	161468.01	375760.75	3	U	6	Cantanhede	4	2	161674.64	375566.08	3	U	6	Cantanhede	15:00	15:05	00:05	1	0	3	TI	5								4	1	2	3	2	107	39.2	900	905	5	0	3	3.41
153	3	2	161674.64	375566.08	3	U	6	Cantanhede	3	1	163000.99	385027.13	4	R	107	Anadia	17:00	17:15	00:15	1	0	3	TI	5								4	1	2	2	2	107	39.2	1 020	1 035	15	10	3	38.21
154	1	1	138671.98	355026.1	2	U	64	Figueira da Foz	1	2	139628.61	355481.08	2	U	64	Figueira da Foz	08:45	8:50	00:05	1	0	3	TI	1								1			1	2	64	40.9	525	530	5	1	4	12.71
154	2	2	139628.61	355481.08	2	U	64	Figueira da Foz	3	1	138671.98	355026.1	2	U	64	Figueira da Foz	12:30	12:35	00:05	1	0	3	TI	1								1			1	2	64	40.9	750	755	5	1	4	12.71
154	3	1	138671.98	355026.1	2	U	64	Figueira da Foz	1	2	139628.61	355481.08	2	U	64	Figueira da Foz	14:00	14:05	00:05	1	0	3	TI	1								1			1	2	64	40.9	840	845	5	1	4	12.71
154	4	2	139628.61	355481.08	2	U	64	Figueira da Foz	3	1	138671.98	355026.1	2	U	64	Figueira da Foz	18:30	18:35	00:05	1	0	3	TI	5								1			1	2	64	40.9	1 110	1 115	5	1	4	12.71
155	1	1	164884.2	347768.75	4	R	42	Condeixa-a-Nova	10	2	168939.5	349358.06	3	U	43	Condeixa-a-Nova	08:00	8:05	00:05	1	0	3	TI	1								1			2	2	42	26.6	480	485	5	4	2	52.27
155	2	2	168939.5	349358.06	3	U	43	Condeixa-a-Nova	3	1	164884.2	347768.75	4	R	42	Condeixa-a-Nova	11:30	11:35	00:05	1	0	3	TI	5								1			1	2	42	26.6	690	695	5	4	2	52.27
156	1	1	176175.6	385798.28	2	R	109	Anadia	1	2	177705.89	386555.55	4	R	109	Anadia	16:30	17:00	0:30	1	0	1	Pé				1	3	99			1			3	2	109	35.1	990	1 020	30	2	2	3.41
156	2	2	177705.89	386555.55	4	R	109	Anadia	3	1	176175.6	385798.28	2	R	109	Anadia	18:30	18:45	0:15	1	0	1	Pé				1	3	99			1			3	2	109	35.1	1 110	1 125	15	2	2	6.83
158	1	1	186482.15	359655.4	2	R	25	Vila Nova de Poiares	2	2	189842.04	360376.39	3	U	25	Vila Nova de Poiares	08:00	08:10	00:10	1	0	15	TC				1	2	9	3	13	3	1	1	1	1	25	32.6	480	490	10	3	2	20.62
158	2	2	189842.04	360376.39	3	U	25	Vila Nova de Poiares	3	1	186482.15	359655.4	2	R	25	Vila Nova de Poiares	17:30	18:00	00:30	1	0	15	TC				1	3	8	3	13	3	1	1	1	1	25	32.6	1 050	1 080	30	3	2	6.87
160	1	1	220726	379335.3	1	R	203	Oliveira do Hospital	1	2	273275.02	397090.7	4	U	237	Guarda	07:30	07:45	0:15	1	0	3	TI	5								1			1	2	203	54	450	465	15	55	2	221.87
160	2	2	273275.02	397090.7	4	U	237	Guarda	3	1	220726	379335.3	1	R	203	Oliveira do Hospital	15:45	16:00	0:15	1	0	3	TI	1								1			1	2	203	54	945	960	15	55	2	221.87
