"route_id","trip_id","service_id"
"5012","5012-2-002-E-U-13h50-FigueiradaFozTe","E-U"
"7459","7459-2-002-E-U-13h30-GranjadoUlmeiro","E-U"
"5026","5026-1-004-E-U-14h10-MealhadaPracaCh","E-U"
"5208","5208-2-014-E-U-16h30-ArganilSecundar","E-U"
"7456","7456-1-003-A-U-06h55-TravancadoMonde","A-U"
"29","1624","Dias Úteis"
"7T","2955","Sábados"
"5017","5017-2-005-FE-U-18h30-FigueiradaFozTe","FE-U"
"7T","2954","Sábados"
"29","1623","Dias Úteis"
"29","1622","Dias Úteis"
"7T","2953","Sábados"
"7T","2952","Sábados"
"29","1621","Dias Úteis"
"29","1620","Dias Úteis"
"7T","2951","Sábados"
"7T","2950","Sábados"
"5514","5514-1-008-FE-U-13h15-TentugalRossio","FE-U"
"5500","5500-1-003-E-U-18h15-EscolaDrCristin","E-U"
"29","1629","Dias Úteis"
"29","1628","Dias Úteis"
"7T","2959","Sábados"
"7T","2958","Sábados"
"29","1627","Dias Úteis"
"29","1626","Dias Úteis"
"7T","2957","Sábados"
"7T","2956","Sábados"
"29","1625","Dias Úteis"
"5018","5018-1-006-A-U-13h30-CoimbraRodoviar","A-U"
"7578","7578-2-002-E-U-18h05-GoisEscolas","E-U"
"7T","2966","Sábados"
"29","1635","Dias Úteis"
"29","1634","Dias Úteis"
"7T","2965","Sábados"
"7T","2964","Sábados"
"29","1633","Dias Úteis"
"29","1632","Dias Úteis"
"7T","2963","Sábados"
"7T","2962","Sábados"
"29","1631","Dias Úteis"
"7406","7406-2-009-A-U-18h30-CoimbraRodoviar","A-U"
"29","1630","Dias Úteis"
"7T","2961","Sábados"
"7T","2960","Sábados"
"30T","1639","Dias Úteis"
"30T","1638","Dias Úteis"
"7T","2969","Sábados"
"7468","7468-2-005-E-U-14h20-Pisao","E-U"
"7T","2968","Sábados"
"29","1637","Dias Úteis"
"29B","1636","Dias Úteis"
"7T","2967","Sábados"
"7512","7512-2-001-E-U-17h30-LousaEBn2","E-U"
"4","2980","Sábados"
"7431","7431-1-016-A-S-13h35-BrasfemesLargo","A-S"
"30","1646","Dias Úteis"
"4","2977","Sábados"
"4","2976","Sábados"
"30","1645","Dias Úteis"
"47","1644","Dias Úteis"
"4","2975","Sábados"
"7TC","2974","Sábados"
"47B","1643","Dias Úteis"
"30T","1642","Dias Úteis"
"7T","2973","Sábados"
"7T","2972","Sábados"
"30T","1641","Dias Úteis"
"30T","1640","Dias Úteis"
"7T","2971","Sábados"
"7465","7465-1-005-A-U-13h45-VilaNovadePoiar","A-U"
"7T","2970","Sábados"
"5528","5528-1-001-E-U-07h10-Zambujeiro","E-U"
"7485","7485-1-008-A-U-18h20-VilaNovadePoiar","A-U"
"30T","1649","Dias Úteis"
"30T","1648","Dias Úteis"
"4","2979","Sábados"
"4","2978","Sábados"
"30","1647","Dias Úteis"
"7470","7470-2-002-E-U-08h15-LagoasEira","E-U"
"31","1660","Dias Úteis"
"21B","2991","Sábados"
"21RD","2990","Sábados"
"5001","5001-1-014-A-DF-07h00-CondeixaaNovaTe","A-DF"
"4","2988","Sábados"
"30B","1657","Dias Úteis"
"30","1656","Dias Úteis"
"4","2987","Sábados"
"4","2986","Sábados"
"30","1655","Dias Úteis"
"30","1654","Dias Úteis"
"4","2985","Sábados"
"4","2984","Sábados"
"30","1653","Dias Úteis"
"5500","5500-1-002-E-U-16h25-EscolaDrCristin","E-U"
"30","1652","Dias Úteis"
"4","2983","Sábados"
"4","2982","Sábados"
"30","1651","Dias Úteis"
"30T","1650","Dias Úteis"
"4","2981","Sábados"
"5001","5001-1-002-E-U-07h00-CondeixaaNovaTe","E-U"
"7436","7436-1-009-A-U-15h00-TovimRotunda","A-U"
"31","1659","Dias Úteis"
"31","1658","Dias Úteis"
"21R","2989","Sábados"
"31","1671","Dias Úteis"
"5023","5023-1-003-E-U-17h55-Conimbriga","E-U"
"31","1670","Dias Úteis"
"7436","7436-2-002-FE-U-07h30-CoimbraRodoviar","FE-U"
"31","1668","Dias Úteis"
"9","2999","Sábados"
"31","1667","Dias Úteis"
"9","2998","Sábados"
"31","1666","Dias Úteis"
"9","2997","Sábados"
"31","1665","Dias Úteis"
"9","2996","Sábados"
"31","1664","Dias Úteis"
"9","2995","Sábados"
"31A","1663","Dias Úteis"
"9","2994","Sábados"
"31","1662","Dias Úteis"
"9","2993","Sábados"
"31","1661","Dias Úteis"
"9","2992","Sábados"
"5501","5501-2-021-A-U-19h15-CoimbraPortagem","A-U"
"31","1669","Dias Úteis"
"20T","1682","Dias Úteis"
"31","1681","Dias Úteis"
"31","1680","Dias Úteis"
"7406","7406-1-003-A-U-07h05-PedrogaodoPrant","A-U"
"7436","7436-1-012-A-S-07h35-Paradela","A-S"
"31","1679","Dias Úteis"
"5051","5051-1-001-E-U-07h50-AnobraaSerra","E-U"
"31","1678","Dias Úteis"
"31","1677","Dias Úteis"
"7415","7415-2-001-A-U-17h40-CoimbraRodoviar","A-U"
"7431","7431-2-019-A-S-17h30-CoimbraPortagem","A-S"
"31A","1676","Dias Úteis"
"31","1675","Dias Úteis"
"31","1674","Dias Úteis"
"31","1673","Dias Úteis"
"7431","7431-1-006-A-U-07h55-MataMaxial","A-U"
"31A","1672","Dias Úteis"
"7242","7242-1-002-A-U-07h00-SaoGiaoPonte","A-U"
"7436","7436-1-002-E-U-06h20-Paradela","E-U"
"42V","1693","Dias Úteis"
"5503","5503-2-007-A-U-18h30-FigueiradaFozTe","A-U"
"42V","1692","Dias Úteis"
"13P","1691","Dias Úteis"
"5511","5511-1-003-E-U-17h26-TojeiroArrais","E-U"
"13P","1690","Dias Úteis"
"13P","1689","Dias Úteis"
"13P","1688","Dias Úteis"
"42T","1687","Dias Úteis"
"42T","1686","Dias Úteis"
"42M","1685","Dias Úteis"
"5202","5202-1-003-E-2346-07h22-MouradaSerra","E-2346"
"6B","1684","Dias Úteis"
"20TA","1683","Dias Úteis"
"7465","7465-1-007-E-U-18h10-GoisVila","E-U"
"42V","1699","Dias Úteis"
"42V","1698","Dias Úteis"
"13P","1697","Dias Úteis"
"13P","1696","Dias Úteis"
"7437","7437-2-001-E-U-19h15-CoimbraRodoviar","E-U"
"13P","1695","Dias Úteis"
"13P","1694","Dias Úteis"
"5036","5036-1-001-E-U-07h20-Escoural","E-U"
"5005","5005-2-004-FE-U-17h40-PraiadeMiraExte","FE-U"
"5166","5166-2-013-JA-DF-19h00-PraiadaTocha","JA-DF"
"5051","5051-2-001-A-U-07h45-CondeixaaNovaTe","A-U"
"31","3406","Sábados"
"7557","7557-1-003-V-SDF-10h00-ParquedeExposic","V-SDF"
"31","3405","Sábados"
"31","3404","Sábados"
"31","3403","Sábados"
"31","3402","Sábados"
"31","3401","Sábados"
"31","3400","Sábados"
"23","800","Dias Úteis"
"23","801","Dias Úteis"
"23","802","Dias Úteis"
"23","803","Dias Úteis"
"23","804","Dias Úteis"
"23","805","Dias Úteis"
"19T","3409","Sábados"
"23A","806","Dias Úteis"
"19T","3408","Sábados"
"31","3407","Sábados"
"23","807","Dias Úteis"
"23","808","Dias Úteis"
"23A","809","Dias Úteis"
"7407","7407-1-003-A-U-14h20-PombalTerminalR","A-U"
"19T","3420","Sábados"
"7497","7497-2-002-E-U-17h05-PenacovaEB23S","E-U"
"19T","3417","Sábados"
"19T","3416","Sábados"
"19T","3415","Sábados"
"19R","3414","Sábados"
"7243","7243-1-003-E-U-08h10-PovoadasQuartas","E-U"
"19R","3413","Sábados"
"7243","7243-2-003-A-U-17h45-OliveiradoHospi","A-U"
"19T","3412","Sábados"
"19T","3411","Sábados"
"23","810","Dias Úteis"
"19T","3410","Sábados"
"23","811","Dias Úteis"
"23","812","Dias Úteis"
"5503","5503-1-001-E-U-06h25-TromelgoX","E-U"
"23","813","Dias Úteis"
"23","814","Dias Úteis"
"23","815","Dias Úteis"
"23","816","Dias Úteis"
"10A","817","Dias Úteis"
"19T","3419","Sábados"
"10AB","818","Dias Úteis"
"19T","3418","Sábados"
"18","819","Dias Úteis"
"43T","2100","Dias Úteis"
"19T","3431","Sábados"
"19T","3430","Sábados"
"7469","7469-2-003-E-U-18h10-PenacovaEB23S","E-U"
"5514","5514-1-010-FE-U-16h45-CastanheiraX","FE-U"
"19RA","3428","Sábados"
"19R","3427","Sábados"
"19T","3426","Sábados"
"19T","3425","Sábados"
"19","3424","Sábados"
"19","3423","Sábados"
"7449","7449-2-001-E-U-13h30-MealhadaEscolas","E-U"
"18","820","Dias Úteis"
"19T","3422","Sábados"
"18E","821","Dias Úteis"
"19T","3421","Sábados"
"5205","5205-2-004-A-5-13h00-ArganilCamara","A-5"
"18E","822","Dias Úteis"
"5210","5210-1-007-E-2346-18h28-Relvas","E-2346"
"18","823","Dias Úteis"
"18","824","Dias Úteis"
"18","825","Dias Úteis"
"18","826","Dias Úteis"
"18E","827","Dias Úteis"
"7247","7247-1-004-A-U-18h10-OliveiradoHospi","A-U"
"18E","828","Dias Úteis"
"18","829","Dias Úteis"
"19T","3429","Sábados"
"5208","5208-1-015-E-U-17h10-PontedeMucela","E-U"
"5213","5213-1-003-E-4-14h20-PortelaCerdeira","E-4"
"19","3442","Sábados"
"44A","2111","Dias Úteis"
"19T","3441","Sábados"
"44","2110","Dias Úteis"
"19T","3440","Sábados"
"5001","5001-2-003-A-U-11h00-CoimbraRodoviar","A-U"
"7475","7475-1-003-A-U-10h20-MirandadoCorvoM","A-U"
"7443","7443-2-002-A-U-18h50-CoimbraPortagem","A-U"
"44","2108","Dias Úteis"
"19T","3439","Sábados"
"19T","3438","Sábados"
"44","2107","Dias Úteis"
"19T","3437","Sábados"
"44A","2106","Dias Úteis"
"19T","3436","Sábados"
"44","2105","Dias Úteis"
"19T","3435","Sábados"
"44B","2104","Dias Úteis"
"18","830","Dias Úteis"
"19TG","3434","Sábados"
"44","2103","Dias Úteis"
"5017","5017-1-005-E-U-17h30-TochaLargodaFei","E-U"
"43T","2102","Dias Úteis"
"18","831","Dias Úteis"
"19T","3433","Sábados"
"18","832","Dias Úteis"
"19T","3432","Sábados"
"43V","2101","Dias Úteis"
"47","833","Dias Úteis"
"47B","834","Dias Úteis"
"11","835","Dias Úteis"
"11","836","Dias Úteis"
"11","837","Dias Úteis"
"11","838","Dias Úteis"
"7513","7513-1-001-FE-MPPS-07h00-Padroes","FE-MPPS"
"11","839","Dias Úteis"
"44","2109","Dias Úteis"
"5322","5322-2-004-E-2356-18h05-MortaguaCentroE","E-2356"
"5004","5004-1-006-A-S-10h15-CoimbraRodoviar","A-S"
"21RD","3453","Sábados"
"45","2122","Dias Úteis"
"19TA","3452","Sábados"
"45","2121","Dias Úteis"
"45","2120","Dias Úteis"
"19TA","3451","Sábados"
"19T","3450","Sábados"
"45","2119","Dias Úteis"
"19T","3449","Sábados"
"45","2118","Dias Úteis"
"19T","3448","Sábados"
"45","2117","Dias Úteis"
"44","2116","Dias Úteis"
"19TB","3447","Sábados"
"11","840","Dias Úteis"
"19T","3446","Sábados"
"44","2115","Dias Úteis"
"19T","3445","Sábados"
"11","841","Dias Úteis"
"44","2114","Dias Úteis"
"11","842","Dias Úteis"
"19T","3444","Sábados"
"44A","2113","Dias Úteis"
"44","2112","Dias Úteis"
"19","3443","Sábados"
"11","843","Dias Úteis"
"11","844","Dias Úteis"
"11","845","Dias Úteis"
"11","846","Dias Úteis"
"11","847","Dias Úteis"
"11","848","Dias Úteis"
"11","849","Dias Úteis"
"5210","5210-1-003-FE-2346-06h52-Relvas","FE-2346"
"7445","7445-1-001-A-U-07h15-LousaSegurancaS","A-U"
"21A","3464","Sábados"
"47A","2133","Dias Úteis"
"47B","2132","Dias Úteis"
"21AC","3463","Sábados"
"21AC","3462","Sábados"
"47","2131","Dias Úteis"
"7431","7431-1-017-A-DF-07h20-BrasfemesLargo","A-DF"
"21AC","3461","Sábados"
"45","2130","Dias Úteis"
"21AC","3460","Sábados"
"45","2129","Dias Úteis"
"21A","3459","Sábados"
"45","2128","Dias Úteis"
"21RD","3458","Sábados"
"11","850","Dias Úteis"
"45","2127","Dias Úteis"
"21RD","3457","Sábados"
"11","851","Dias Úteis"
"45","2126","Dias Úteis"
"21RD","3456","Sábados"
"11","852","Dias Úteis"
"45","2125","Dias Úteis"
"21RD","3455","Sábados"
"11","853","Dias Úteis"
"45","2124","Dias Úteis"
"21RD","3454","Sábados"
"11","854","Dias Úteis"
"45","2123","Dias Úteis"
"5005","5005-2-009-A-DF-06h40-PraiadeMiraExte","A-DF"
"11","855","Dias Úteis"
"11","856","Dias Úteis"
"11","857","Dias Úteis"
"11","858","Dias Úteis"
"11","859","Dias Úteis"
"22","3475","Sábados"
"48","2144","Dias Úteis"
"22A","3474","Sábados"
"48","2143","Dias Úteis"
"5001","5001-2-004-A-U-17h00-CoimbraRodoviar","A-U"
"22","3473","Sábados"
"48A","2142","Dias Úteis"
"22","3472","Sábados"
"48","2141","Dias Úteis"
"5005","5005-2-012-A-DF-17h40-CantanhedeEstac","A-DF"
"22","3471","Sábados"
"47","2140","Dias Úteis"
"22","3470","Sábados"
"5005","5005-1-003-E-U-18h45-CantanhedeEstac","E-U"
"2TB","860","Dias Úteis"
"47C","2139","Dias Úteis"
"22","3469","Sábados"
"47B","2138","Dias Úteis"
"2TD","861","Dias Úteis"
"21AC","3468","Sábados"
"24T","862","Dias Úteis"
"47C","2137","Dias Úteis"
"21AC","3467","Sábados"
"24T","863","Dias Úteis"
"47B","2136","Dias Úteis"
"21AC","3466","Sábados"
"24T","864","Dias Úteis"
"47B","2135","Dias Úteis"
"21AC","3465","Sábados"
"24T","865","Dias Úteis"
"47B","2134","Dias Úteis"
"24T","866","Dias Úteis"
"24T","867","Dias Úteis"
"24T","868","Dias Úteis"
"24T","869","Dias Úteis"
"5026","5026-2-004-E-4-14h00-EXPOFACIC","E-4"
"5023","5023-2-001-A-U-09h30-CoimbraRodoviar","A-U"
"5522","5522-1-002-E-U-07h45-FaiscasXEB23","E-U"
"5203","5203-1-002-E-U-09h00-CojaEB23","E-U"
"7475","7475-2-001-A-U-07h30-LousaSegurancaS","A-U"
"7486","7486-2-005-E-2356-18h50-LousaSegurancaS","E-2356"
"22F","3486","Sábados"
"48","2155","Dias Úteis"
"22F","3485","Sábados"
"48","2154","Dias Úteis"
"22F","3484","Sábados"
"48A","2153","Dias Úteis"
"22F","3483","Sábados"
"48","2152","Dias Úteis"
"22F","3482","Sábados"
"48","2151","Dias Úteis"
"22F","3481","Sábados"
"48","2150","Dias Úteis"
"22F","3480","Sábados"
"24T","870","Dias Úteis"
"24T","871","Dias Úteis"
"48A","2149","Dias Úteis"
"24T","872","Dias Úteis"
"22F","3479","Sábados"
"24T","873","Dias Úteis"
"48","2148","Dias Úteis"
"22F","3478","Sábados"
"48","2147","Dias Úteis"
"24T","874","Dias Úteis"
"22F","3477","Sábados"
"24T","875","Dias Úteis"
"48","2146","Dias Úteis"
"5512","5512-1-001-E-U-08h00-LagoadoTorrao","E-U"
"22","3476","Sábados"
"48","2145","Dias Úteis"
"24T","876","Dias Úteis"
"24T","877","Dias Úteis"
"24T","878","Dias Úteis"
"24T","879","Dias Úteis"
"5005","5005-1-007-A-DF-17h00-CoimbraRodoviar","A-DF"
"7464","7464-2-005-E-U-17h05-MontemoroVelhoS","E-U"
"20","3497","Sábados"
"49","2166","Dias Úteis"
"22","3496","Sábados"
"49","2165","Dias Úteis"
"22","3495","Sábados"
"49T","2164","Dias Úteis"
"22","3494","Sábados"
"49T","2163","Dias Úteis"
"22","3493","Sábados"
"49T","2162","Dias Úteis"
"22","3492","Sábados"
"49T","2161","Dias Úteis"
"22","3491","Sábados"
"49T","2160","Dias Úteis"
"22F","3490","Sábados"
"7488","7488-2-009-E-U-18h50-LousaEBn1","E-U"
"7401","7401-2-002-E-U-13h40-CondeixaaNovaTe","E-U"
"24T","880","Dias Úteis"
"24T","881","Dias Úteis"
"24T","882","Dias Úteis"
"24T","883","Dias Úteis"
"24T","884","Dias Úteis"
"49T","2159","Dias Úteis"
"22F","3489","Sábados"
"24T","885","Dias Úteis"
"48","2158","Dias Úteis"
"7464","7464-2-003-E-U-08h25-MontemoroVelhoS","E-U"
"7464","7464-1-003-E-U-08h30-Reveles","E-U"
"22F","3488","Sábados"
"48","2157","Dias Úteis"
"24T","886","Dias Úteis"
"22F","3487","Sábados"
"24T","887","Dias Úteis"
"48","2156","Dias Úteis"
"24T","888","Dias Úteis"
"24T","889","Dias Úteis"
"49T","2177","Dias Úteis"
"49T","2176","Dias Úteis"
"7408","7408-1-001-A-36-09h10-CondeixaaNovaTe","A-36"
"49T","2175","Dias Úteis"
"49T","2174","Dias Úteis"
"49T","2173","Dias Úteis"
"49","2172","Dias Úteis"
"49","2171","Dias Úteis"
"49","2170","Dias Úteis"
"24T","890","Dias Úteis"
"24T","891","Dias Úteis"
"24TA","892","Dias Úteis"
"24T","893","Dias Úteis"
"24T","894","Dias Úteis"
"24TB","895","Dias Úteis"
"7458","7458-1-001-A-U-07h40-PenacovaCamaraM","A-U"
"24","896","Dias Úteis"
"49","2169","Dias Úteis"
"20","3499","Sábados"
"49","2168","Dias Úteis"
"24","897","Dias Úteis"
"24","898","Dias Úteis"
"20","3498","Sábados"
"49","2167","Dias Úteis"
"24","899","Dias Úteis"
"49T","2180","Dias Úteis"
"7491","7491-1-002-E-2345-07h50-MalhadadaSerra","E-2345"
"49T","2188","Dias Úteis"
"49T","2187","Dias Úteis"
"49T","2186","Dias Úteis"
"49T","2185","Dias Úteis"
"49T","2184","Dias Úteis"
"49T","2183","Dias Úteis"
"49T","2182","Dias Úteis"
"49TA","2181","Dias Úteis"
"49TA","2179","Dias Úteis"
"49T","2178","Dias Úteis"
"49T","2191","Dias Úteis"
"7558","7558-2-002-V-U-18h30-SerpinsPraiaFlu","V-U"
"49TA","2190","Dias Úteis"
"49T","2199","Dias Úteis"
"49T","2198","Dias Úteis"
"5134","5134-2-005-E-U-17h50-CantanhedeEstac","E-U"
"49T","2197","Dias Úteis"
"49T","2196","Dias Úteis"
"49T","2195","Dias Úteis"
"49T","2194","Dias Úteis"
"49T","2193","Dias Úteis"
"49T","2192","Dias Úteis"
"5503","5503-2-001-E-U-11h30-FigueiradaFozTe","E-U"
"49T","2189","Dias Úteis"
"7446","7446-2-003-E-U-17h30-MealhadaEscolas","E-U"
"7508","7508-1-001-E-U-07h50-LousaSegurancaS","E-U"
"5501","5501-1-014-A-U-17h40-FigueiradaFozTe","A-U"
"5508","5508-2-001-E-U-13h35-MontemoroVelhoS","E-U"
"7415","7415-1-001-A-U-06h55-MacasdeDMariaJu","A-U"
"5522","5522-1-003-E-U-08h29-Quinhendros","E-U"
"7406","7406-2-008-A-U-18h00-CoimbraRodoviar","A-U"
"7469","7469-1-001-E-U-07h15-Coico","E-U"
"5149","5149-1-002-E-U-17h10-MiraEscolas","E-U"
"7491","7491-2-001-E-6-12h15-PampilhosadaSer","E-6"
"7248","7248-1-001-E-U-07h10-VendadaEsperanc","E-U"
"5502","5502-1-008-A-S-06h52-AndorinhaCapela","A-S"
"7472","7472-2-008-E-U-16h25-SenhordaSerraXR","E-U"
"7474","7474-1-002-A-U-17h45-MirandadoCorvoM","A-U"
"5506","5506-2-001-E-U-17h50-SantoAmarodaBoi","E-U"
"7451","7451-1-001-E-U-07h20-PonteViadores","E-U"
"7557","7557-2-002-V-U-19h15-CastelodaLousa","V-U"
"7465","7465-1-009-A-Dou2F-19h00-GoisVila","A-Dou2F"
"7527","7527-1-001-A-U-08h05-MealhadaPracaCh","A-U"
"5501","5501-2-010-A-U-11h50-MontemoroVelhoN","A-U"
"7431","7431-1-012-E-U-15h30-MataMaxial","E-U"
"7380","7380-2-002-E-U-17h05-SoureEB23","E-U"
"7241","7241-1-005-E-U-17h30-OliveiradoHospi","E-U"
"7456","7456-2-006-A-U-16h30-CoimbraRodoviar","A-U"
"5527","5527-1-001-E-U-07h40-PereiraGimnodes","E-U"
"7243","7243-1-001-E-U-07h00-SaoRomaoEscEvar","E-U"
"7447","7447-1-006-E-U-17h25-PampilhosaEB1n2","E-U"
"7431","7431-2-004-E-U-13h15-CoimbraPortagem","E-U"
"5503","5503-1-008-E-26-16h25-TromelgoX","E-26"
"5026","5026-1-007-E-2356-18h20-MealhadaEPVL","E-2356"
"7558","7558-2-004-V-SDF-18h30-SerpinsPraiaFlu","V-SDF"
"7511","7511-1-001-E-U-08h00-MonteRedondoLav","E-U"
"5042","5042-2-001-A-U-13h40-Mercado","A-U"
"7447","7447-2-005-E-U-13h40-MealhadaPracaCh","E-U"
"7472","7472-2-014-E-U-18h20-CoimbraRodoviar","E-U"
"5166","5166-2-001-E-U-07h00-PraiadaTocha","E-U"
"5211","5211-2-003-E-4-13h30-ArganilSecundar","E-4"
"7443","7443-2-001-A-U-17h20-CoimbraPortagem","A-U"
"5202","5202-2-001-E-5-05h15-CojaPonte","E-5"
"5166","5166-2-010-JA-S-13h00-PraiadaTocha","JA-S"
"7431","7431-1-011-A-U-14h30-MataMaxial","A-U"
"5017","5017-2-003-E-U-13h40-FigueiradaFozTe","E-U"
"5509","5509-1-001-E-U-07h40-CoimbraPortagem","E-U"
"7436","7436-1-013-A-S-14h25-Paradela","A-S"
"5134","5134-2-003-E-4-14h00-CantanhedeEstac","E-4"
"42V","1701","Dias Úteis"
"42V","1700","Dias Úteis"
"7485","7485-1-006-FE-U-12h30-VilaNovadePoiar","FE-U"
"7433","7433-1-002-E-U-13h30-LorvaoJardim","E-U"
"36A","1709","Dias Úteis"
"16C","1708","Dias Úteis"
"7465","7465-2-010-A-6ou5F-21h30-CoimbraRodoviar","A-6ou5F"
"16","1707","Dias Úteis"
"7464","7464-1-007-E-U-17h05-SoureEB23","E-U"
"50T","1706","Dias Úteis"
"50TC","1705","Dias Úteis"
"21R","1704","Dias Úteis"
"21R","1703","Dias Úteis"
"21R","1702","Dias Úteis"
"7402","7402-1-003-A-U-14h30-GranjadoUlmeiro","A-U"
"5201","5201-2-007-FE-U-17h30-ArganilCamara","FE-U"
"5325","5325-2-001-A-MACOR-11h25-ValedeAcores","A-MACOR"
"7472","7472-1-006-E-U-08h15-MirandadoCorvoM","E-U"
"7496","7496-2-002-A-5-12h15-PampilhosadaSer","A-5"
"7403","7403-1-003-A-U-11h50-VendadasFigueir","A-U"
"5064","5064-2-001-E-U-13h40-FebresEB23","E-U"
"5009","5009-1-002-E-U-07h20-AreaoLaranjeiro","E-U"
"36T","1712","Dias Úteis"
"36T","1711","Dias Úteis"
"36T","1710","Dias Úteis"
"36","1719","Dias Úteis"
"36","1718","Dias Úteis"
"36","1717","Dias Úteis"
"5166","5166-1-008-E-U-18h00-CantanhedeEstac","E-U"
"36","1716","Dias Úteis"
"36","1715","Dias Úteis"
"36T","1714","Dias Úteis"
"36T","1713","Dias Úteis"
"5134","5134-2-007-E-U-18h45-CantanhedeEstac","E-U"
"7442","7442-2-007-A-U-18h20-CoimbraPortagem","A-U"
"5041","5041-1-002-FE-U-11h45-CasevelXSebal","FE-U"
"16F","1723","Dias Úteis"
"27F","1722","Dias Úteis"
"27F","1721","Dias Úteis"
"5202","5202-2-003-FE-5-07h25-CojaPonte","FE-5"
"36","1720","Dias Úteis"
"7495","7495-1-007-E-5-08h35-BrejodeBaixo","E-5"
"7491","7491-2-002-FE-6-12h15-PampilhosadaSer","FE-6"
"5201","5201-1-008-E-U-18h05-AvoIgreja","E-U"
"7452","7452-1-003-E-U-17h50-LusoFontedeSaoJ","E-U"
"41","1729","Dias Úteis"
"41","1728","Dias Úteis"
"5501","5501-1-019-A-U-22h35-CarapinheiraPar","A-U"
"41","1727","Dias Úteis"
"27FC","1726","Dias Úteis"
"7476","7476-2-001-E-4-13h45-PenelaCGD","E-4"
"27FB","1725","Dias Úteis"
"16F","1724","Dias Úteis"
"7456","7456-2-005-E-U-15h15-CoimbraRodoviar","E-U"
"41","1734","Dias Úteis"
"5501","5501-2-012-FE-U-12h25-CoimbraPortagem","FE-U"
"41","1733","Dias Úteis"
"41A","1732","Dias Úteis"
"41","1731","Dias Úteis"
"41","1730","Dias Úteis"
"5001","5001-1-008-A-U-16h00-CondeixaaNovaTe","A-U"
"5202","5202-2-005-EQB-5-13h00-ArganilCamara","EQB-5"
"41A","1739","Dias Úteis"
"41","1738","Dias Úteis"
"41","1737","Dias Úteis"
"41","1736","Dias Úteis"
"41","1735","Dias Úteis"
"5205","5205-2-006-E-U-16h30-ArganilEB1","E-U"
"5322","5322-2-003-E-4-17h35-MortaguaCentroE","E-4"
"7436","7436-2-012-A-S-17h15-CoimbraRodoviar","A-S"
"7495","7495-1-003-E-MPPS-07h40-DornelasdoZezer","E-MPPS"
"41","1745","Dias Úteis"
"41","1744","Dias Úteis"
"41","1743","Dias Úteis"
"41","1742","Dias Úteis"
"41","1741","Dias Úteis"
"7444","7444-2-001-E-4-14h30-LousaSegurancaS","E-4"
"41","1740","Dias Úteis"
"33","1749","Dias Úteis"
"41A","1748","Dias Úteis"
"41","1747","Dias Úteis"
"7495","7495-1-005-FE-5-07h45-BrejodeCima","FE-5"
"41","1746","Dias Úteis"
"5507","5507-2-003-FE-U-12h45-FigueiradaFozTe","FE-U"
"5325","5325-2-006-E-2356-17h45-MortaguaSecunda","E-2356"
"7574","7574-1-001-FE-3-08h10-Monteira","FE-3"
"33","1756","Dias Úteis"
"33","1755","Dias Úteis"
"33","1754","Dias Úteis"
"33","1753","Dias Úteis"
"33","1752","Dias Úteis"
"7573","7573-2-001-A-3-12h00-GoisEscolas","A-3"
"33","1751","Dias Úteis"
"33","1750","Dias Úteis"
"5208","5208-1-019-FE-5-18h20-PontedeMucela","FE-5"
"5011","5011-1-002-E-U-12h50-CasaldoBolho","E-U"
"7447","7447-1-001-E-U-07h30-PampilhosaEB1n2","E-U"
"33","1759","Dias Úteis"
"33","1758","Dias Úteis"
"33","1757","Dias Úteis"
"7579","7579-2-003-E-U-17h30-GoisVila","E-U"
"5052","5052-1-002-E-U-07h45-GranjadaAncaEsc","E-U"
"33A","1770","Dias Úteis"
"33","1767","Dias Úteis"
"33","1766","Dias Úteis"
"33","1765","Dias Úteis"
"33","1764","Dias Úteis"
"33","1763","Dias Úteis"
"33","1762","Dias Úteis"
"33","1761","Dias Úteis"
"33","1760","Dias Úteis"
"5052","5052-2-002-FE-U-18h10-CoimbraPortagem","FE-U"
"5001","5001-2-001-E-U-07h00-CoimbraRodoviar","E-U"
"33","1769","Dias Úteis"
"33","1768","Dias Úteis"
"5203","5203-1-003-A-5-12h35-Pardieiros","A-5"
"33","1781","Dias Úteis"
"7380","7380-1-001-E-U-07h30-ReisdeBaixo","E-U"
"33","1780","Dias Úteis"
"33","1778","Dias Úteis"
"33","1777","Dias Úteis"
"7493","7493-1-002-E-U-07h45-CasalSantoAnton","E-U"
"33","1776","Dias Úteis"
"33","1775","Dias Úteis"
"33","1774","Dias Úteis"
"33R","1773","Dias Úteis"
"33","1772","Dias Úteis"
"33","1771","Dias Úteis"
"7406","7406-2-012-FE-U-19h00-CoimbraRodoviar","FE-U"
"5501","5501-2-015-A-U-15h30-CoimbraPortagem","A-U"
"33","1779","Dias Úteis"
"7260","7260-1-002-E-U-07h55-CatraiadeMouron","E-U"
"33","1792","Dias Úteis"
"33","1791","Dias Úteis"
"33R","1790","Dias Úteis"
"33","1789","Dias Úteis"
"5047","5047-1-001-E-U-07h50-Taboeira","E-U"
"33","1788","Dias Úteis"
"33","1787","Dias Úteis"
"33","1786","Dias Úteis"
"33","1785","Dias Úteis"
"33","1784","Dias Úteis"
"33","1783","Dias Úteis"
"33","1782","Dias Úteis"
"5517","5517-2-002-A-U-19h40-MontemoroVelhoP","A-U"
"5210","5210-1-006-A-5-15h40-Relvas","A-5"
"38","1799","Dias Úteis"
"38","1798","Dias Úteis"
